election,competitive_ratio,min_elimination_margin,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_used,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,total_rankings_tallied_1,total_rankings_tallied_2,total_rankings_tallied_3,total_rankings_tallied_4,total_rankings_tallied_5,total_rankings_tallied_6,total_rankings_used_1,total_rankings_used_2,total_rankings_used_3,total_rankings_used_4,total_rankings_used_5,total_rankings_used_6,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
Berkeley_20161108_CityCouncilDistrict6,0,1254,,,,,,,,,,16965,0,4026,3800,7462,0,2342,2377,2260,2377,7437,21,4,0,0,0,7442,5465,4058,0,0,0,3,3,False,0,5.0,2742.0,3107.0,4723.0,952.0,13.0,45.0,1004.0,1011.0,8478.0,True,3107.0,2.048,SUSAN WENGRAF,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4358.0,4358.0,58.403,58.403,1
Berkeley_20161108_Mayor,0.060178382257458224,98,,,,,,,,,,149108,212,40139,35273,61667,203,23535,21096,18858,21299,58994,2343,330,0,0,0,59190,50157,39761,0,0,0,8,3,False,1,201.0,13930.0,32923.0,45351.0,6632.0,378.0,275.0,7201.0,4399.0,63744.0,True,32923.0,2.318,JESSE ARREGUÍN,4,201.0,635.0,8.0,0.0,264.0,333.0,30.0,25.0,5.0,29039.0,29490.0,49.099,50.403,1
Berkeley_20170307_CityCouncilDistrict4,0,614,,,,,,,,,,4863,0,714,429,2602,0,714,429,372,429,2599,3,0,0,0,0,2603,1624,636,0,0,0,2,3,False,0,4.0,1460.0,0,1144.0,644.0,5.0,27.0,668.0,14.0,2620.0,True,1144.0,1.438,KATE HARRISON,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1608.0,1608.0,61.799,61.799,1
Berkeley_20181106_CityAuditor,0,42329,,,,,,,,,,93543,0,15294,2503,50345,0,15294,2503,1878,2503,50115,179,51,0,0,0,50224,29086,14233,0,0,0,2,3,False,0,110.0,32581.0,0,17804.0,14657.0,177.0,715.0,15341.0,6762.0,57217.0,True,17804.0,1.351,JENNY WONG,1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46337.0,46337.0,92.039,92.039,1
Berkeley_20181106_CityCouncilDistrict1,0.3788434414668547,682,,,,,,,,,,20710,134,5317,4499,9251,134,3245,2758,2378,2892,7845,1179,227,0,0,0,7871,7126,5713,0,0,0,4,3,False,0,26.0,1341.0,4792.0,6551.0,894.0,42.0,45.0,965.0,568.0,8466.0,True,4792.0,2.435,RASHI KESARWANI,3,26.0,324.0,1.0,0.0,166.0,157.0,0.0,0.0,0.0,3500.0,4115.0,44.461,54.518,1
Berkeley_20181106_CityCouncilDistrict4,0,311,,,,,,,,,,13674,0,3465,3728,5473,0,1976,2248,2144,2248,5447,24,2,0,0,0,5463,4631,3580,0,0,0,3,3,False,0,17.0,1250.0,2969.0,4234.0,592.0,30.0,40.0,656.0,547.0,6037.0,True,2969.0,2.311,KATE HARRISON,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892.0,2892.0,52.841,52.841,1
Berkeley_20181106_CityCouncilDistrict7,0,366,,,,,,,,,,7132,0,2179,1770,2808,0,1254,1029,986,1029,2795,9,4,0,0,0,2804,2424,1904,0,0,0,3,3,False,0,9.0,523.0,1666.0,2291.0,211.0,20.0,28.0,255.0,389.0,3206.0,True,1666.0,2.404,RIGEL ROBINSON,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.0,1587.0,56.517,56.517,1
Berkeley_20181106_CityCouncilDistrict8,0,809,,,,,,,,,,16330,0,4495,4146,6545,0,2740,2425,2311,2425,6523,18,4,0,0,0,6536,5622,4172,0,0,0,4,3,False,0,15.0,1378.0,3476.0,5175.0,675.0,41.0,38.0,748.0,559.0,7119.0,True,3476.0,2.318,LORI DROSTE,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3677.0,3677.0,56.18,56.18,1
Berkeley_20201103_CityCouncilD2,0.6212653778558875,389,,,,,,,,,,23547,276,7898,4321,10363,268,3817,2019,1856,2249,8179,1802,364,13,5,0,8239,6586,4821,3432,469,0,4,5,False,0,65.0,1712.0,4704.0,6504.0,241.0,94.0,141.0,455.0,725.0,8984.0,True,3235.0,2.775,TERRY TAPLIN,4,65.0,569.0,5.0,0.0,523.0,41.0,0.0,0.0,0.0,3218.0,4747.0,39.273,62.256,1
Berkeley_20201103_CityCouncilD3,0,2960,,,,,,,,,,16172,0,5003,2929,7720,0,2879,1724,1675,1724,7694,16,6,0,4,0,7712,4665,3278,310,207,0,3,5,False,0,26.0,3121.0,3186.0,4609.0,183.0,44.0,132.0,334.0,923.0,8669.0,True,3162.0,2.023,BEN BARTLETT,1,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5340.0,5340.0,69.171,69.171,1
Berkeley_20201103_CityCouncilD5,0,5323,,,,,,,,,,18175,0,5271,2262,10027,0,3419,1466,1448,1466,10014,10,0,1,2,0,10022,4982,2634,293,244,0,3,5,False,0,11.0,5143.0,2522.0,4889.0,209.0,22.0,139.0,358.0,932.0,10970.0,True,2478.0,1.75,SOPHIE HAHN,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7675.0,7675.0,76.543,76.543,1
Berkeley_20201103_CityCouncilD6,0,3475,,,,,,,,,,11721,0,2220,1162,7773,0,2176,1117,1103,1117,7766,1,1,3,2,0,7771,3378,241,145,186,0,2,5,False,0,6.0,4482.0,89.0,3293.0,186.0,11.0,83.0,274.0,800.0,8579.0,True,3224.0,1.434,SUSAN WENGRAF,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5624.0,5624.0,72.353,72.353,1
Berkeley_20201103_Mayor,0,14644,,,,,,,,,,146346,0,44524,38545,58500,0,20584,17025,16543,17025,58375,76,15,9,25,0,58491,38243,26144,19402,4066,0,4,5,False,0,146.0,20870.0,25280.0,37694.0,1719.0,349.0,1285.0,3141.0,5428.0,64074.0,True,18073.0,2.417,JESSE ARREGUÍN,1,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36572.0,36572.0,62.516,62.516,1
Berkeley_20241105_CityCouncilD2,0,2687,,,,,,,,,,11381,0,2257,1083,6945,0,2216,1054,1035,1054,6900,29,7,3,6,0,6921,3466,374,275,345,0,2,5,False,0,31.0,3678.0,71.0,3272.0,323.0,40.0,157.0,497.0,894.0,7870.0,True,3238.0,1.475,TERRY TAPLIN,1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.0,4816.0,69.345,69.345,1
Berkeley_20241105_CityCouncilD3,0,221,,,,,,,,,,14476,0,3635,3446,6523,0,2177,2254,2204,2254,6494,13,13,2,1,0,6528,4595,2801,290,262,0,3,5,False,0,44.0,2092.0,2592.0,4453.0,248.0,75.0,114.0,398.0,996.0,7563.0,True,2526.0,2.078,BEN BARTLETT,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3372.0,3372.0,51.694,51.694,1
Berkeley_20241105_CityCouncilD5,0,2874,,,,,,,,,,17067,0,4573,2775,8742,0,2979,1811,1775,1811,8725,9,3,2,3,0,8746,5023,2749,284,265,0,3,5,False,0,23.0,3961.0,2517.0,4798.0,319.0,45.0,82.0,424.0,1493.0,10258.0,True,2474.0,1.839,SHOSHANA O'KEEFE,1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5808.0,5808.0,66.438,66.438,1
Berkeley_20241105_CityCouncilD6,0,1431,,,,,,,,,,11929,0,1987,1552,7389,0,1953,1528,1507,1528,7379,8,1,0,1,0,7392,3706,320,245,266,0,2,5,False,0,15.0,3909.0,58.0,3482.0,312.0,21.0,63.0,389.0,1132.0,8536.0,True,3443.0,1.476,BRENT BLACKABY,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4410.0,4410.0,59.683,59.683,1
Berkeley_20241105_Mayor,0.5984244214672575,41,,,,,,,,,,149306,827,39132,39167,62792,668,17558,17525,14636,17956,52704,9129,605,280,74,0,52936,40208,26388,15285,14489,0,5,5,False,0,282.0,13943.0,24887.0,39022.0,2111.0,760.0,638.0,3265.0,6182.0,59268.0,True,12108.0,2.686,ADENA ISHII,5,282.0,3590.0,67.0,0.0,3160.0,363.0,0.0,0.0,0.0,19999.0,25137.0,37.874,51.077,1
Bloomington_20231107_CityCouncilAL,0.3226764101393012,1629,,,,,,,,,,35149,0,4770,2287,20833,0,3625,1607,1254,1607,19313,1469,51,0,0,0,19321,9674,6154,0,0,0,3,3,False,0,8.0,13173.0,2371.0,6176.0,3930.0,12.0,58.0,3982.0,1525.0,20878.0,True,2371.0,1.441,Chao Moua,2,8.0,1378.0,2.0,0.0,948.0,428.0,0.0,0.0,0.0,8758.0,9798.0,45.273,54.533,1
Bloomington_20231107_CityCouncilD4,0,134,,,,,,,,,,5632,0,488,777,3092,0,304,565,523,565,3078,10,4,0,0,0,3078,1487,1067,0,0,0,3,3,False,0,0,2223.0,396.0,869.0,686.0,0,19.0,700.0,206.0,3298.0,True,396.0,1.409,Victor Rivas,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1613.0,1613.0,52.167,52.167,1
Boulder_20231107_Mayor,0.5566223746249465,1274,,,,,,,,,,89195,218,27919,20703,39724,218,13751,9617,8652,9769,32934,6461,310,19,0,0,32934,26014,16660,13587,0,0,4,4,True,0,0,7026.0,16519.0,25925.0,309.0,0,148.0,456.0,85836.0,118787.0,True,13169.0,2.688,Brockett,3,0.0,473.0,0.0,0.0,450.0,23.0,0.0,0.0,0.0,11548.0,16876.0,35.046,51.961,2
Burlington_20060307_Mayor,0.6862493586454592,21,,,,,,,,,,28060,648,8941,6721,11692,473,4045,3111,3022,3509,9778,1589,199,117,9,0,9788,7982,4726,2956,2608,0,5,5,False,0,10.0,1807.0,4717.0,7977.0,0,32.0,0,32.0,77.0,9865.0,True,2603.0,2.863,Bob Kiss,5,10.0,1032.0,2.0,0.0,1030.0,0.0,0.0,0.0,0.0,3809.0,4761.0,38.955,54.436,1
Burlington_20090303_Mayor,0.856759476685676,1,,,,,,,,,,28703,910,8363,7096,12315,818,3531,2919,2874,3572,8967,2362,852,121,13,0,8971,7471,5557,3755,2949,0,5,5,True,0,4.0,1482.0,5585.0,7498.0,0,6.0,108.0,113.0,4.0,8984.0,False,2853.0,3.196,Bob Kiss,5,4.0,603.0,1.0,0.0,602.0,0.0,0.0,0.0,0.0,2585.0,4313.0,28.799,51.511,2
Burlington_20230307_CityCouncilCentralDistrict,0,681,,,,,,,,,,3467,0,848,361,2145,0,817,337,328,337,2140,4,1,0,0,0,2151,1184,132,0,0,0,2,3,False,0,14.0,992.0,55.0,1154.0,55.0,15.0,28.0,94.0,117.0,2276.0,True,1130.0,1.554,MELO GRANT,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.0,1413.0,65.874,65.874,1
Burlington_20230307_CityCouncilEastDistrict,0,97,,,,,,,,,,2236,0,339,454,1397,0,316,440,440,440,1397,0,0,0,0,0,1400,773,63,0,0,0,2,3,False,0,3.0,641.0,37.0,756.0,25.0,3.0,7.0,35.0,67.0,1467.0,True,737.0,1.564,"TIMOTHY C. DOHERTY,JR",1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,747.0,53.472,53.472,1
Burlington_20230307_CityCouncilNorthDistrict,0,2884,,,,,,,,,,3262,0,39,38,3074,0,39,38,38,38,3044,30,0,0,0,0,3047,215,0,0,0,0,1,2,False,0,3.0,2998.0,0,77.0,107.0,3.0,30.0,140.0,671.0,3748.0,True,3017.0,1.024,MARK BARLOW,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2979.0,2979.0,96.91,96.91,1
Burlington_20230307_CityCouncilSouthDistrict,0,705,,,,,,,,,,3461,0,922,745,1687,0,512,427,424,427,1686,1,0,0,0,0,1695,965,739,62,0,0,3,4,False,0,10.0,750.0,708.0,940.0,37.0,15.0,16.0,64.0,62.0,1759.0,True,696.0,1.979,JOAN SHANNON,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,1196.0,70.895,70.895,1
Burlington_20230307_CityCouncilWard8,0,40,,,,,,,,,,681,0,110,148,416,0,105,141,141,141,416,0,0,0,0,0,416,248,17,0,0,0,2,3,False,0,0,170.0,12.0,246.0,4.0,0,1.0,5.0,17.0,433.0,True,237.0,1.62,HANNAH KING,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,228.0,54.808,54.808,1
Burlington_20240305_Mayor,0,347,,,,,,,,,,30427,0,7649,7138,14879,0,4127,3601,3539,3601,14873,2,2,1,1,0,14885,7847,4192,2975,528,0,4,5,False,0,13.0,7145.0,4023.0,7739.0,258.0,43.0,159.0,446.0,71.0,14963.0,True,2719.0,1.994,EMMA MULVANEY-STANAK,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7613.0,7613.0,51.166,51.166,1
Corvallis_20221108_CityCouncilWard9,0.5084269662921348,267,,,,,,,,,,6612,4,2044,1628,2895,4,1182,919,748,923,2423,468,4,0,0,0,2424,2161,2027,0,0,0,3,3,False,0,4.0,283.0,1997.0,2146.0,20.0,10.0,13.0,37.0,497.0,2929.0,True,1997.0,2.702,Tony Cadena,3,4.0,91.0,3.0,0.0,86.0,2.0,0.0,0.0,0.0,1065.0,1344.0,43.863,57.51,1
Corvallis_20221108_Mayor,0.6991284577491474,35,,,,,,,,,,57274,43,16158,15246,25462,43,9375,9156,6654,9199,20670,4726,66,0,0,0,20689,19043,17542,0,0,0,3,3,False,0,31.0,1775.0,17308.0,18917.0,173.0,70.0,59.0,271.0,3162.0,23879.0,True,17308.0,2.747,Charles Maughan,3,31.0,937.0,13.0,0.0,838.0,86.0,0.0,0.0,0.0,7886.0,9892.0,38.122,50.089,1
Eastpointe_20201103_CityCouncil,0.7705076240108087,769,,,,,,,,,,37210,0,10166,7329,17228,0,6398,4221,3287,4221,13882,3276,70,0,0,0,13901,11972,11337,0,0,0,3,3,False,0,20.0,2931.0,9835.0,11015.0,1402.0,139.0,77.0,1581.0,4139.0,18093.0,True,9835.0,2.494,Sylvia L. Moore,2,20.0,749.0,32.0,0.0,394.0,323.0,0.0,0.0,0.0,5181.0,7529.0,37.182,57.103,1
ElkRidge_20211102_Mayor,0.47048300536672627,182,,,,,,,,,,3463,0,1110,759,1536,0,661,440,385,440,1309,226,1,0,0,0,1309,1152,1002,0,0,0,3,3,False,0,0,180.0,967.0,1129.0,32.0,3.0,4.0,37.0,2.0,1311.0,True,967.0,2.601,ROBERT HADDOCK,2,0.0,37.0,0.0,0.0,32.0,5.0,0.0,0.0,0.0,559.0,727.0,42.704,57.154,1
Genola_20211102_CityCouncil,0,16,,,,,,,,,,1058,0,342,318,378,0,182,164,163,164,337,41,0,0,0,0,343,315,265,135,0,0,3,4,False,0,6.0,33.0,314.0,346.0,6.0,6.0,134.0,146.0,9.0,393.0,True,314.0,2.706,HALE ROBISON,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,52.116,52.116,1
LasCruces_20191105_CityCouncilDistrict2,0.39421157684630737,213,,,,,,,,,,5697,48,1567,1403,2605,48,724,623,550,657,2242,301,58,4,0,0,2247,1467,1067,916,0,0,4,4,False,0,5.0,790.0,1048.0,1460.0,32.0,16.0,21.0,62.0,141.0,2394.0,True,874.0,2.5,TESSA ABEYTA STUVE,3,5.0,161.0,3.0,0.0,148.0,10.0,0.0,0.0,0.0,970.0,1150.0,43.149,55.103,1
LasCruces_20191105_CityCouncilDistrict4,0.44036697247706424,122,,,,,,,,,,3598,0,1134,604,1805,0,688,360,278,360,1556,249,0,0,0,0,1560,1111,927,0,0,0,3,3,False,0,5.0,459.0,887.0,1101.0,31.0,9.0,9.0,44.0,127.0,1689.0,True,887.0,2.271,JOHANA BENCOMO,2,5.0,88.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,763.0,922.0,49.004,62.764,1
LasCruces_20191105_Mayor,0.4199288256227758,60,,,,,,,,,,70688,6237,20586,20950,20485,2859,4894,4584,4162,5998,13976,3175,1202,1068,360,207,14094,11305,9299,6629,5596,4957,10,10,False,0,122.0,2780.0,9241.0,11278.0,462.0,370.0,503.0,1139.0,49.0,14156.0,True,3947.0,4.897,KEN MIYAGISHIMA,9,122.0,1646.0,66.0,0.0,1501.0,79.0,0.0,0.0,0.0,5172.0,6799.0,36.982,55.102,1
Lehi_20211102_CityCouncil,0.8242548818088387,25,,,,,,,,,,80021,5203,32291,20149,20987,3000,5825,3896,3407,5818,10902,4954,2401,1368,758,336,11177,10755,9872,9010,8364,7913,9,9,False,0,286.0,292.0,9849.0,10709.0,338.0,378.0,246.0,834.0,269.0,11471.0,True,7058.0,7.056,CHRIS CONDIE,8,286.0,538.0,26.0,0.0,488.0,24.0,0.0,0.0,0.0,2302.0,6175.0,21.088,59.501,1
Maine_20180612_CD2_DemNominee,0.20719608649933707,1506,,,,,,,,,,120703,459,36103,31020,50586,459,17539,14703,13212,15046,45051,4511,907,76,41,0,45156,33485,24576,15902,1584,0,4,5,False,0,132.0,12049.0,24167.0,33308.0,1024.0,341.0,1336.0,2562.0,5408.0,50845.0,True,15534.0,2.605,"Golden, Jared F.",3,132.0,1760.0,30.0,0.0,1674.0,56.0,0.0,0.0,0.0,21017.0,23638.0,46.39,54.284,1
Maine_20180612_Governor_DemNominee,0.5994676912609314,843,,,,,,,,,,558156,22421,181956,160928,178002,15561,52996,45921,42178,56670,125986,31658,13601,4321,1427,725,126411,111158,97345,69078,53589,47429,7,8,False,0,468.0,15881.0,96592.0,110621.0,4365.0,1843.0,5856.0,11229.0,5535.0,132250.0,True,40957.0,4.309,"Mills, Janet T.",7,468.0,8998.0,176.0,0.0,8267.0,555.0,0.0,0.0,0.0,41765.0,63408.0,33.082,54.08,1
Maine_20181106_CongressionalDistrict2,0.1440210663725777,3453,,,,,,,,,,661734,5653,192321,114412,307800,5653,88362,48129,48608,52573,289012,11538,6380,678,192,0,289436,147781,120298,81680,22539,0,4,5,True,0,462.0,147923.0,112155.0,142226.0,12625.0,1994.0,14626.0,27984.0,5711.0,296077.0,True,76910.0,2.14,"DEM Golden, Jared F.",3,462.0,8313.0,153.0,0.0,7637.0,523.0,0.0,0.0,0.0,132091.0,142522.0,45.564,50.613,2
Maine_20200714_CD2_RepNominee,0.5058377239199157,4946,,,,,,,,,,123017,0,29646,24773,60402,0,17975,14772,11542,14772,52496,7733,173,0,0,0,52750,37412,32855,0,0,0,3,3,False,0,315.0,18844.0,28287.0,33958.0,4096.0,574.0,456.0,4920.0,5518.0,58506.0,True,28287.0,2.171,"Crafts, Dale John",2,315.0,4317.0,57.0,0.0,3384.0,876.0,0.0,0.0,0.0,23725.0,28050.0,45.042,58.007,1
Maine_20200714_StateHouseDistrict41_DemNominee,0.2967741935483871,331,,,,,,,,,,6506,0,2085,1550,2833,0,1190,911,764,911,2516,316,1,0,0,0,2520,2147,1839,0,0,0,3,3,False,0,4.0,390.0,1818.0,2134.0,12.0,10.0,7.0,28.0,114.0,2638.0,True,1818.0,2.566,"Zager, Samuel Lewis",2,4.0,55.0,0.0,0.0,53.0,2.0,0.0,0.0,0.0,1240.0,1398.0,49.206,56.714,1
Maine_20200714_StateHouseDistrict47_DemNominee,0.6363636363636364,136,,,,,,,,,,6467,0,1755,1605,3037,0,1047,945,718,945,2490,545,2,0,0,0,2495,2098,1874,0,0,0,3,3,False,0,5.0,423.0,1833.0,2073.0,28.0,20.0,8.0,54.0,125.0,2624.0,True,1833.0,2.562,"Bell, Arthur L.",2,5.0,80.0,2.0,0.0,77.0,1.0,0.0,0.0,0.0,979.0,1275.0,39.254,52.817,1
Maine_20200714_StateHouseDistrict49_DemNominee,0.6829810901001112,43,,,,,,,,,,5467,0,1571,1161,2689,0,958,712,512,712,2167,520,2,0,0,0,2170,1775,1522,0,0,0,3,3,False,0,3.0,411.0,1493.0,1761.0,23.0,5.0,4.0,32.0,185.0,2358.0,True,1493.0,2.497,"Arford, Poppy",2,3.0,95.0,1.0,0.0,93.0,1.0,0.0,0.0,0.0,899.0,1189.0,41.429,57.301,1
Maine_20200714_StateHouseDistrict90_DemNominee,0.27002967359050445,306,,,,,,,,,,5188,0,1749,1129,2255,0,997,645,560,645,2022,231,2,0,0,0,2026,1689,1473,0,0,0,3,3,False,0,5.0,358.0,1441.0,1671.0,22.0,12.0,9.0,41.0,53.0,2083.0,True,1441.0,2.533,"Crafts, Lydia V.",2,5.0,43.0,3.0,0.0,40.0,0.0,0.0,0.0,0.0,1011.0,1144.0,49.926,57.719,1
Maine_20200714_StateSenateDistrict11_DemNominee,0.574106364428945,355,,,,,,,,,,13647,0,3846,3258,6339,0,2261,1960,1452,1960,5276,1056,7,0,0,0,5286,4405,3956,0,0,0,3,3,False,0,13.0,950.0,3824.0,4342.0,88.0,42.0,27.0,146.0,427.0,5723.0,True,3824.0,2.541,"Curry, Glenn Chip",2,13.0,262.0,7.0,0.0,244.0,11.0,0.0,0.0,0.0,2294.0,2806.0,43.422,55.885,1
Maine_20221108_CongressionalDistrict2,0.14200608140733684,18924,,,,,,,,,,756282,213,155504,80936,333830,213,105407,47685,40957,47837,316071,16526,812,421,0,0,317069,217095,141382,80736,0,0,3,4,False,0,1057.0,157159.0,83583.0,160112.0,66619.0,2297.0,9741.0,77421.0,4944.0,322778.0,True,80711.0,1.798,"Golden, Jared Forrest",3,1057.0,5283.0,163.0,0.0,3466.0,1654.0,0.0,0.0,0.0,153209.0,165209.0,48.365,53.038,1
Maine_20241105_CD2,0,113,,,,,,,,,,675744,0,42283,28396,393127,0,37918,25193,23892,25193,392434,384,309,0,0,0,392685,164414,118645,0,0,0,2,3,False,0,336.0,330106.0,7568.0,63135.0,108812.0,530.0,6462.0,115483.0,9473.0,402936.0,True,60651.0,1.179,"Golden, Jared Forrest",1,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196620.0,196620.0,50.014,50.014,1
Minneapolis_20091106_Mayor,0,21311,,,,,,,,,,80308,0,21561,13512,45157,0,12917,8004,7968,8004,45157,0,0,0,0,0,45157,20931,14220,0,0,0,11,3,False,1,0,24236.0,14152.0,20921.0,72.0,0,0,72.0,811.0,45968.0,True,14152.0,1.777,R.T. Rybak,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33234.0,33234.0,73.597,73.597,1
Minneapolis_20091106_ParksBoardD1,0,2828,,,,,,,,,,9210,0,2125,1221,5842,0,1253,737,733,737,5842,0,0,0,0,0,5842,1996,1372,0,0,0,3,3,False,0,0,3852.0,1356.0,1990.0,17.0,0,0,17.0,1065.0,6907.0,True,1356.0,1.573,Liz Wielinski,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4335.0,4335.0,74.204,74.204,1
Minneapolis_20091106_ParksBoardD2,0,648,,,,,,,,,,7012,0,997,899,5100,0,947,855,848,855,5100,0,0,0,0,0,5100,1806,106,0,0,0,2,3,False,0,0,3298.0,94.0,1802.0,14.0,0,0,14.0,844.0,5944.0,True,1767.0,1.372,Jon Olson,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874.0,2874.0,56.353,56.353,1
Minneapolis_20091106_ParksBoardD3,0,2124,,,,,,,,,,6114,0,794,555,4736,0,764,516,507,516,4736,0,0,0,0,0,4736,1286,92,0,0,0,2,3,False,0,0,3456.0,69.0,1280.0,25.0,0,0,25.0,1424.0,6160.0,True,1215.0,1.285,Scott Vreeland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.0,3430.0,72.424,72.424,1
Minneapolis_20091106_ParksBoardD4,0,4881,,,,,,,,,,5276,0,57,19,5143,0,57,19,12,19,5143,0,0,0,0,0,5143,94,39,0,0,0,1,3,False,0,0,5067.0,0,76.0,45.0,0,0,45.0,2246.0,7389.0,True,5031.0,1.015,Anita Tabb,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5012.0,5012.0,97.453,97.453,1
Minneapolis_20091106_ParksBoardD5,0.5261109309114499,116,,,,,,,,,,14767,176,2844,2634,9090,156,1913,1803,1694,1959,7848,1100,142,0,0,0,7848,4390,2529,0,0,0,5,3,False,1,0,3465.0,2513.0,4383.0,16.0,0,0,16.0,1534.0,9382.0,True,2513.0,1.879,Carol Kummer,5,0.0,957.0,0.0,0.0,893.0,11.0,53.0,53.0,0.0,2964.0,3620.0,37.768,52.532,1
Minneapolis_20091106_ParksBoardD6,0.24944703858441877,241,,,,,,,,,,14630,71,3086,2318,9134,70,2178,1545,1404,1615,8354,706,74,0,0,0,8354,4137,2139,0,0,0,4,3,False,0,0,4223.0,2124.0,4131.0,18.0,0,0,18.0,1832.0,10186.0,True,2124.0,1.749,Brad Bourn,4,0.0,548.0,0.0,0.0,541.0,7.0,0.0,0.0,0.0,4023.0,4300.0,48.157,55.086,1
Minneapolis_20091106_Ward10CityCouncil,0,1481,,,,,,,,,,6155,0,1770,1052,3329,0,1182,665,663,665,3329,0,0,0,0,0,3329,1847,979,0,0,0,4,3,False,0,0,1482.0,975.0,1847.0,4.0,0,0,4.0,102.0,3431.0,True,975.0,1.848,Meg Tuthill,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405.0,2405.0,72.244,72.244,1
Minneapolis_20091106_Ward11CityCouncil,0,1092,,,,,,,,,,6675,0,1657,996,4010,0,1382,761,753,761,4009,1,0,0,0,0,4009,2144,522,0,0,0,3,3,False,0,0,1867.0,510.0,2143.0,12.0,0,1.0,13.0,225.0,4235.0,True,510.0,1.662,John Quincy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2551.0,2551.0,63.616,63.616,1
Minneapolis_20091106_Ward12CityCouncil,0,1352,,,,,,,,,,8308,0,1983,1598,4718,0,1346,1011,1007,1011,4718,0,0,0,0,0,4718,2358,1232,0,0,0,4,3,False,0,0,2361.0,1224.0,2357.0,9.0,0,0,9.0,100.0,4818.0,True,1224.0,1.759,Sandy Colvin Roy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3035.0,3035.0,64.328,64.328,1
Minneapolis_20091106_Ward13CityCouncil,0,2301,,,,,,,,,,9555,0,2342,1213,5981,0,1700,854,840,854,5981,0,0,0,0,0,5981,2555,1019,0,0,0,3,3,False,0,0,3427.0,1001.0,2554.0,18.0,0,0,18.0,78.0,6059.0,True,1001.0,1.594,Betsy Hodges,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4141.0,4141.0,69.236,69.236,1
