election,competitive_ratio,total_rankings_used,min_elimination_margin,upward_monotonicity_failure,downward_monotonicity_failure,compromise_failure,repeal,note1,note2,note3,note4,note5,total_rankings_skipped_by_tally,total_rankings_stalled_after_winner,total_rankings_stalled_after_runner_up,total_rankings_tallied,total_ballots_with_rankings_skipped_by_tally,total_ballots_with_rankings_stalled_after_winner,total_ballots_with_rankings_stalled_after_runner_up,total_ballots_with_fav_eliminated_and_second_not_tallied,total_ballots_with_elimination_and_next_not_tallied,n_candidates,rank_limit,come_from_behind,restrictive_rank_limit,first_round_overvote,ranked_single,ranked_3_or_more,ranked_multiple,includes_duplicate_ranking,includes_overvote_ranking,includes_skipped_ranking,total_irregular,total_undervote,total_ballots,condorcet,total_fully_ranked,mean_rankings_used,winner,n_rounds,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_duplicate_rankings,total_posttally_exhausted_by_rank_limit,total_posttally_exhausted_by_rank_limit_fully_ranked,total_posttally_exhausted_by_rank_limit_partially_ranked,first_round_winner_vote,final_round_winner_vote,first_round_winner_percent,final_round_winner_percent,first_round_winner_place
NewYorkCity_20210622_DEM_CityCouncilD39,0.652772690645374,109073,129,,,,,,,,,,6491,31196,22364,49022,4623,12799,9428,10325,13370,7,5,False,1,60.0,7602.0,20853.0,28524.0,239.0,132.0,204.0,553.0,299915.0,336070.0,True,9087.0,2.997,Shahana K. Hanif,7,60.0,8068.0,15.0,0.0,7779.0,86.0,188.0,168.0,20.0,11599.0,15977.0,32.135,57.006,1
NewYorkCity_20210622_DEM_CityCouncilD40,0.7448952532484752,70507,40,,,,,,,,,,6714,19004,12499,32290,3846,7739,4896,6238,8374,11,5,False,1,124.0,5765.0,12921.0,16634.0,345.0,231.0,383.0,881.0,313603.0,336070.0,True,7680.0,3.086,Rita C. Joseph,11,124.0,5463.0,31.0,0.0,4544.0,164.0,724.0,686.0,38.0,5648.0,10057.0,25.279,59.579,1
NewYorkCity_20210622_DEM_CityCouncilD41,0,24270,2251,,,,,,,,,,255,5368,79,18568,156,4903,57,194,213,2,3,False,0,44.0,7755.0,342.0,7705.0,450.0,59.0,241.0,733.0,320579.0,336070.0,True,7631.0,1.517,Darlene Mealy,1,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8849.0,8849.0,57.286,57.286,1
NewYorkCity_20210622_DEM_CityCouncilD42,0.22657894736842105,40118,655,,,,,,,,,,548,11602,10323,17645,409,4754,4827,4269,5015,4,5,False,0,92.0,5938.0,7092.0,9744.0,665.0,181.0,980.0,1730.0,320342.0,336070.0,True,5372.0,2.437,Charles Barron,4,92.0,800.0,20.0,0.0,729.0,51.0,0.0,0.0,0.0,7431.0,7976.0,47.525,53.761,1
NewYorkCity_20210622_DEM_CityCouncilD45,0,36788,9791,,,,,,,,,,233,13086,1679,21790,115,7505,1166,639,1272,3,4,False,0,82.0,10160.0,6811.0,9162.0,485.0,131.0,561.0,1141.0,316691.0,336070.0,True,6689.0,1.838,Farah N. Louis,1,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14544.0,14544.0,75.369,75.369,1
NewYorkCity_20210622_DEM_CityCouncilD46,0.473970473970474,54538,122,,,,,,,,,,3813,16284,9396,25045,2520,6105,3762,4229,5811,8,5,False,1,70.0,6064.0,9328.0,12445.0,465.0,157.0,323.0,898.0,317520.0,336070.0,True,5864.0,2.862,Mercedes Narcisse,8,70.0,4464.0,29.0,0.0,4113.0,171.0,151.0,133.0,18.0,6421.0,8931.0,34.746,63.72,1
NewYorkCity_20210622_DEM_CityCouncilD47,0.31689008042895445,18499,312,,,,,,,,,,290,4760,4198,9251,182,2273,1919,1712,2064,4,5,False,0,39.0,3539.0,3053.0,4502.0,179.0,71.0,311.0,529.0,328002.0,336070.0,True,2176.0,2.23,Ari Kagan,4,39.0,822.0,7.0,0.0,777.0,38.0,0.0,0.0,0.0,3493.0,4017.0,43.505,55.737,1
NewYorkCity_20210622_DEM_CityCouncilD48,0.52905441098785,24719,54,,,,,,,,,,856,6519,5161,12183,655,2962,2335,2359,2902,5,5,False,0,50.0,2978.0,4264.0,6260.0,165.0,107.0,135.0,384.0,326810.0,336070.0,True,1743.0,2.61,Steven Saperstein,5,50.0,1256.0,19.0,0.0,1192.0,45.0,0.0,0.0,0.0,3033.0,4539.0,32.932,57.066,1
NewYorkCity_20210622_DEM_CityCouncilD49,0.44844864135671614,45428,55,,,,,,,,,,3725,11729,9885,20089,2220,4486,3675,4058,5548,9,5,False,1,63.0,3465.0,8312.0,10303.0,328.0,131.0,179.0,596.0,29708.0,43503.0,True,5475.0,3.218,Kamillah Hanks,9,63.0,3214.0,26.0,0.0,2729.0,134.0,325.0,308.0,17.0,3463.0,5986.0,25.218,56.912,1
NewYorkCity_20210622_DEM_CityCouncilD5,0.4416024073725785,73739,248,,,,,,,,,,3773,17997,16909,35060,2705,7818,7047,6753,9144,7,5,False,1,47.0,7333.0,13619.0,18134.0,189.0,121.0,142.0,436.0,242030.0,267513.0,True,6814.0,2.873,Julie Menin,7,47.0,3877.0,20.0,0.0,3716.0,54.0,87.0,83.0,4.0,8872.0,12079.0,34.88,56.028,1
NewYorkCity_20210622_DEM_CityCouncilD6,0,99924,3789,,,,,,,,,,6217,34404,4596,54707,4683,15424,2443,4441,6768,6,5,False,0,55.0,14111.0,17132.0,25321.0,275.0,138.0,228.0,623.0,228059.0,267513.0,True,7090.0,2.512,Gale A. Brewer,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21594.0,21594.0,54.808,54.808,1
NewYorkCity_20210622_DEM_CityCouncilD7,0.41956226041795475,73695,2,,,,,,,,,,9605,18294,10328,35468,5361,7296,4219,5783,8815,12,5,False,1,111.0,6068.0,13689.0,17176.0,268.0,197.0,291.0,706.0,244213.0,267513.0,True,8368.0,3.127,Shaun Abreu,11,111.0,4790.0,34.0,0.0,4290.0,104.0,362.0,339.0,23.0,6214.0,9210.0,26.797,50.057,1
NewYorkCity_20210622_DEM_CityCouncilD8,0,28993,1520,,,,,,,,,,656,10784,2076,15477,451,4837,1044,748,1410,4,5,False,0,55.0,4854.0,4936.0,6898.0,398.0,130.0,621.0,1072.0,382971.0,394748.0,True,4012.0,2.376,Diana I. Ayala,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6621.0,6621.0,56.484,56.484,1
NewYorkCity_20210622_DEM_CityCouncilD9,0.795213863292532,86417,19,,,,,,,,,,13115,17709,15608,39985,6846,7130,5806,8140,12056,13,5,True,1,147.0,5967.0,16114.0,19736.0,393.0,264.0,359.0,943.0,241740.0,267513.0,True,10758.0,3.303,Kristin Richardson Jordan,13,147.0,7719.0,62.0,0.0,5529.0,182.0,1946.0,1896.0,50.0,4873.0,9004.0,19.016,50.282,2
NewYorkCity_20210622_DEM_Comptroller,0.5260231974582659,2468326,323,,,,,,,,,,233699,540138,527519,1166970,131042,231173,216351,232903,324335,10,5,False,1,3193.0,283433.0,427799.0,586261.0,13835.0,6687.0,14535.0,32962.0,169205.0,1040485.0,True,241251.0,2.786,Brad Lander,10,3193.0,212131.0,1455.0,0.0,182115.0,5335.0,23226.0,21655.0,1571.0,268064.0,340710.0,30.88,51.941,1
NewYorkCity_20210622_DEM_Mayor,0.7182446994572516,3507162,371,,,,,,,,,,344209,893010,894367,1375576,187374,319477,343660,331446,482342,13,5,False,1,5901.0,127610.0,705751.0,817417.0,16787.0,10330.0,12147.0,36716.0,92553.0,1040485.0,True,434784.0,3.644,Eric L. Adams,13,5901.0,140809.0,1462.0,0.0,105194.0,4270.0,29883.0,28787.0,1096.0,289403.0,404213.0,30.721,50.45,1
NewYorkCity_20210622_DEM_PublicAdvocateCitywide,0,1492508,326802,,,,,,,,,,2863,430897,194105,864643,1648,242148,114211,98413,115747,3,4,False,0,2157.0,461075.0,265739.0,358779.0,16031.0,3791.0,18170.0,36686.0,219606.0,1040485.0,True,261444.0,1.776,Jumaane D. Williams,1,2157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572762.0,572762.0,69.958,69.958,1
NewYorkCity_20210622_REP_BoroughPresidentRichmond,0.2944679876302829,47216,398,,,,,,,,,,603,12140,12576,21897,318,5992,5972,5445,6226,4,5,False,0,83.0,7491.0,7216.0,12194.0,808.0,186.0,565.0,1509.0,123.0,19850.0,True,4999.0,2.254,Vito Fossella,4,83.0,1181.0,11.0,0.0,1067.0,103.0,0.0,0.0,0.0,8583.0,9451.0,43.693,51.189,1
NewYorkCity_20210622_REP_CityCouncilD15,0.19230769230769232,272,11,,,,,,,,,,0,46,56,170,0,39,45,42,45,2,3,False,0,4.0,85.0,11.0,76.0,12.0,4.0,7.0,21.0,127072.0,127235.0,True,75.0,1.521,Ariel Rivera-Diaz,2,4.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,78.0,80.0,49.057,53.691,1
NewYorkCity_20210622_REP_CityCouncilD19,0,5388,110,,,,,,,,,,1,982,948,3457,1,882,857,847,858,2,3,False,0,14.0,1788.0,91.0,1633.0,124.0,17.0,37.0,176.0,197865.0,201299.0,True,1614.0,1.498,Vickie Paladino,1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.0,1765.0,51.608,51.608,1
NewYorkCity_20210622_REP_CityCouncilD23,0,2479,516,,,,,,,,,,10,632,243,1594,6,580,223,221,229,2,3,False,0,10.0,788.0,59.0,778.0,37.0,10.0,28.0,74.0,199725.0,201299.0,True,771.0,1.527,James F. Reilly,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,1040.0,66.496,66.496,1
NewYorkCity_20210622_REP_CityCouncilD24,0,1306,149,,,,,,,,,,2,317,160,827,2,283,142,142,144,2,3,False,0,8.0,405.0,39.0,406.0,24.0,9.0,22.0,50.0,200484.0,201299.0,True,400.0,1.541,Timothy Rosen,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,478.0,59.232,59.232,1
NewYorkCity_20210622_REP_CityCouncilD32,0,4357,1856,,,,,,,,,,0,1193,248,2916,0,1050,220,218,220,2,3,False,0,6.0,1745.0,58.0,1155.0,128.0,6.0,35.0,167.0,198393.0,201299.0,True,1141.0,1.415,Joann Ariola,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378.0,2378.0,82.0,82.0,1
NewYorkCity_20210622_REP_CityCouncilD50,0.7381114130434783,20856,42,,,,,,,,,,797,5254,4311,10494,530,2234,1690,1703,2135,5,5,True,0,30.0,4090.0,3026.0,4500.0,230.0,58.0,62.0,340.0,11243.0,19850.0,True,1798.0,2.332,David M. Carr,5,30.0,1397.0,8.0,0.0,1305.0,84.0,0.0,0.0,0.0,2692.0,3611.0,31.386,50.292,2
NewYorkCity_20210622_REP_Mayor,0,100042,21539,,,,,,,,,,1385,26603,2505,69549,793,22698,1517,2109,2310,2,3,False,0,266.0,29634.0,3565.0,30506.0,3082.0,326.0,801.0,4135.0,600342.0,660657.0,True,29397.0,1.562,Curtis A. Sliwa,1,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40794.0,40794.0,67.935,67.935,1
NewYorkCity_20230627_CON_CityCouncilD13,0,264,10,,,,,,,,,,16,95,0,153,14,55,0,14,14,3,4,False,0,0,31.0,60.0,81.0,4.0,0,5.0,9.0,4600.0,4712.0,True,60.0,2.286,Kristy Marmorato,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,54.464,54.464,1
NewYorkCity_20230627_DEM_CityCouncilD1,0,20389,2209,,,,,,,,,,1109,7731,742,10807,1006,3636,481,1083,1272,4,5,False,0,30.0,3777.0,3417.0,4994.0,177.0,52.0,281.0,494.0,18.0,8809.0,True,2484.0,2.257,Christopher Marte,1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5485.0,5485.0,62.607,62.607,1
NewYorkCity_20230627_DEM_CityCouncilD10,0,9349,4200,,,,,,,,,,81,2625,148,6495,46,2202,96,125,142,2,3,False,0,50.0,3802.0,167.0,2291.0,419.0,54.0,232.0,687.0,541.0,6677.0,True,2213.0,1.394,Carmen N. De La Rosa,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5143.0,5143.0,84.505,84.505,1
NewYorkCity_20230627_DEM_CityCouncilD12,0,16285,4564,,,,,,,,,,309,7523,46,8407,253,4182,24,258,273,3,4,False,0,84.0,2719.0,3723.0,4504.0,250.0,109.0,369.0,702.0,31.0,7315.0,True,3681.0,2.142,Kevin C. Riley,1,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5882.0,5882.0,81.694,81.694,1
NewYorkCity_20230627_DEM_CityCouncilD13,0,11472,1320,,,,,,,,,,113,4671,1842,4846,88,1800,811,657,863,4,5,False,0,52.0,1649.0,2134.0,2639.0,134.0,96.0,358.0,547.0,2100.0,6422.0,True,1730.0,2.549,Marjorie Velazquez,1,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795.0,2795.0,65.457,65.457,1
NewYorkCity_20230627_DEM_CityCouncilD14,0,4943,1687,,,,,,,,,,88,1244,27,3584,48,930,18,58,66,2,3,False,0,40.0,2223.0,89.0,997.0,320.0,43.0,181.0,529.0,43.0,3300.0,True,980.0,1.322,Pierina A. Sanchez,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452.0,2452.0,76.22,76.22,1
NewYorkCity_20230627_DEM_CityCouncilD19,0.6078514140987759,13719,124,,,,,,,,,,85,3264,3237,7133,43,1945,1975,1625,2015,3,4,False,0,29.0,1864.0,2996.0,4165.0,162.0,45.0,167.0,355.0,188.0,6236.0,True,2967.0,2.2,Tony Avella,3,29.0,407.0,3.0,0.0,378.0,26.0,0.0,0.0,0.0,2363.0,2868.0,39.259,51.105,1
NewYorkCity_20230627_DEM_CityCouncilD2,0,12095,1632,,,,,,,,,,4,2771,1516,7804,3,2504,1282,1273,1285,2,3,False,0,16.0,4228.0,252.0,3521.0,307.0,19.0,132.0,450.0,26.0,7786.0,True,3364.0,1.485,Carlina Rivera,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4688.0,4688.0,60.537,60.537,1
NewYorkCity_20230627_DEM_CityCouncilD22,0,9092,4351,,,,,,,,,,6,2363,409,6314,5,2080,323,317,328,2,3,False,0,13.0,4030.0,187.0,2227.0,227.0,15.0,144.0,379.0,71.0,6339.0,True,2098.0,1.383,Tiffany L. Caban,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5303.0,5303.0,84.78,84.78,1
NewYorkCity_20230627_DEM_CityCouncilD23,0,14383,1659,,,,,,,,,,188,5261,1001,7933,94,3116,664,422,756,3,4,False,0,56.0,2561.0,2911.0,4030.0,271.0,74.0,274.0,594.0,96.0,6719.0,True,2859.0,2.064,Linda Lee,1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113.0,4113.0,62.631,62.631,1
NewYorkCity_20230627_DEM_CityCouncilD25,0,11355,1302,,,,,,,,,,75,3712,1603,5965,34,2152,882,794,913,3,4,False,0,29.0,2523.0,2177.0,3002.0,178.0,47.0,223.0,430.0,84.0,5629.0,True,2137.0,1.96,Shekar Krishnan,1,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3409.0,3409.0,61.802,61.802,1
NewYorkCity_20230627_DEM_CityCouncilD26,0,10278,1327,,,,,,,,,,108,2524,120,7526,57,2255,88,98,145,2,3,False,0,20.0,2575.0,263.0,3503.0,230.0,26.0,160.0,403.0,78.0,6173.0,True,3426.0,1.615,Julie Won,1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3701.0,3701.0,60.922,60.922,1
NewYorkCity_20230627_DEM_CityCouncilD29,0,14677,543,,,,,,,,,,64,4353,3290,6970,31,2513,1971,1743,2002,3,4,False,0,25.0,1924.0,3208.0,4499.0,159.0,34.0,178.0,361.0,65.0,6507.0,True,3166.0,2.217,Lynn C. Schulman,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.0,3480.0,54.231,54.231,1
NewYorkCity_20230627_DEM_CityCouncilD34,0,5918,2306,,,,,,,,,,44,1617,36,4221,25,1426,25,37,50,2,3,False,0,13.0,1876.0,124.0,1824.0,142.0,17.0,100.0,251.0,27.0,3738.0,True,1789.0,1.522,Jennifer Gutierrez,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.0,3002.0,81.179,81.179,1
NewYorkCity_20230627_DEM_CityCouncilD41,0,14086,1042,,,,,,,,,,565,6743,954,5824,388,2591,503,518,771,4,5,False,0,70.0,1383.0,2622.0,3212.0,417.0,109.0,449.0,910.0,17.0,4657.0,True,2177.0,2.759,Darlene Mealy,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2806.0,2806.0,61.4,61.4,1
NewYorkCity_20230627_DEM_CityCouncilD42,0,14409,91,,,,,,,,,,300,4883,1111,8115,140,2912,789,416,927,3,4,False,0,85.0,2328.0,2929.0,3874.0,501.0,118.0,377.0,961.0,19.0,6281.0,True,2877.0,2.096,Chris Banks,1,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3134.0,3134.0,50.737,50.737,1
NewYorkCity_20230627_DEM_CityCouncilD43,0,7659,620,,,,,,,,,,37,2227,1487,3908,18,1210,853,749,871,3,4,False,0,18.0,1601.0,1640.0,2034.0,100.0,26.0,93.0,212.0,872.0,4522.0,True,1625.0,2.025,Susan Zhuang,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126.0,2126.0,58.535,58.535,1
NewYorkCity_20230627_DEM_CityCouncilD9,0.02135045998958514,34825,51,,,,,,,,,,396,12969,7033,14427,270,5711,3206,2490,3392,4,5,False,0,105.0,2338.0,7446.0,9250.0,459.0,166.0,727.0,1283.0,103.0,11752.0,True,4796.0,2.873,Yusef Salaam,2,105.0,35.0,0.0,0.0,30.0,5.0,0.0,0.0,0.0,5761.0,5780.0,49.905,50.222,1
NewYorkCity_20230627_REP_CityCouncilD13,0.17802197802197803,4118,54,,,,,,,,,,30,1041,999,2048,13,562,548,515,561,3,4,False,0,11.0,856.0,808.0,1064.0,93.0,18.0,67.0,172.0,4466.0,6391.0,True,793.0,1.999,Kristy Marmorato,3,11.0,56.0,0.0,0.0,46.0,10.0,0.0,0.0,0.0,909.0,956.0,47.492,51.453,1
NewYorkCity_20230627_REP_CityCouncilD20,0,1765,175,,,,,,,,,,0,115,183,1467,0,103,163,162,163,2,3,False,0,2.0,1222.0,13.0,241.0,28.0,3.0,13.0,41.0,2648.0,4113.0,True,238.0,1.172,Yu-Ching James Pai,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,819.0,55.981,55.981,1
NewYorkCity_20230627_REP_CityCouncilD43,0,1289,12,,,,,,,,,,2,214,224,849,1,171,179,180,180,2,3,False,0,5.0,538.0,39.0,300.0,54.0,5.0,16.0,75.0,3647.0,4490.0,True,295.0,1.396,Ying Tan,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,425.0,50.716,50.716,1
NewYorkCity_20230627_REP_CityCouncilD44,0,1221,18,,,,,,,,,,0,210,224,787,0,175,174,173,174,2,3,False,0,7.0,486.0,28.0,287.0,67.0,8.0,20.0,94.0,1431.0,2210.0,True,273.0,1.397,Kalman Yeger,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,395.0,51.166,51.166,1
NewYorkCity_20230627_REP_CityCouncilD47,0,4284,1098,,,,,,,,,,89,1669,24,2502,71,889,11,76,81,3,4,False,0,3.0,1234.0,741.0,937.0,138.0,8.0,63.0,204.0,2982.0,5155.0,True,729.0,1.8,Ari Kagan,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1634.0,1634.0,75.3,75.3,1
NewYorkCity_20230627_REP_CityCouncilD48,0,3546,1008,,,,,,,,,,0,771,308,2467,0,539,214,212,214,2,3,False,0,9.0,2002.0,35.0,450.0,310.0,10.0,39.0,356.0,1651.0,4112.0,True,438.0,1.193,Inna Vernikov,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,1730.0,70.555,70.555,1
NewYorkCity_20250624_DEMBoroughPresidentBronx,0,145795,38505,,,,,,,,,,43,26761,13675,105316,28,24837,12734,12727,12762,2,3,False,0,210.0,69192.0,1136.0,35786.0,2080.0,262.0,2392.0,4637.0,1003144.0,1108275.0,True,35510.0,1.35,Vanessa L. Gibson,1,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71713.0,71713.0,68.35,68.35,1
NewYorkCity_20250624_DEMBoroughPresidentKings,0,459796,181058,,,,,,,,,,145,84634,39803,335214,83,79838,37466,37393,37549,2,3,False,0,395.0,220899.0,3151.0,113519.0,4794.0,497.0,3143.0,8215.0,773570.0,1108275.0,True,112528.0,1.348,Antonio Reynoso,1,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257684.0,257684.0,77.079,77.079,1
NewYorkCity_20250624_DEMBoroughPresidentManhattan,0.25989252194974266,500226,24336,,,,,,,,,,741,106114,100377,292994,419,66912,63236,53933,63620,3,4,False,0,443.0,138028.0,86840.0,133735.0,2473.0,816.0,2561.0,5602.0,836310.0,1108275.0,True,85992.0,1.818,Brad Hoylman-Sigal,3,443.0,15334.0,63.0,0.0,15060.0,211.0,0.0,0.0,0.0,131928.0,140262.0,48.588,54.75,1
NewYorkCity_20250624_DEMCityCouncilD1,0.2045662100456621,52097,1542,,,,,,,,,,917,12750,8711,29719,847,6216,4782,3568,5410,4,5,False,0,50.0,11679.0,8083.0,12890.0,205.0,99.0,284.0,564.0,0,24595.0,True,5715.0,2.092,Christopher Marte,3,50.0,1127.0,3.0,0.0,1113.0,11.0,0.0,0.0,0.0,12029.0,12515.0,49.008,53.442,1
NewYorkCity_20250624_DEMCityCouncilD10,0,32562,17401,,,,,,,,,,10,7525,1484,23543,5,7157,1423,1420,1428,2,3,False,0,32.0,15125.0,186.0,8350.0,299.0,41.0,242.0,568.0,0,23505.0,True,8258.0,1.362,Carmen N. De La Rosa,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20437.0,20437.0,87.066,87.066,1
NewYorkCity_20250624_DEMCityCouncilD11,0,26698,8378,,,,,,,,,,200,4643,0,21855,155,4344,0,155,155,2,3,False,0,27.0,13174.0,156.0,6401.0,303.0,38.0,273.0,601.0,0,19595.0,True,6283.0,1.334,Eric Dinowitz,1,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13973.0,13973.0,71.407,71.407,1
NewYorkCity_20250624_DEMCityCouncilD12,0,24831,9200,,,,,,,,,,230,4819,0,19782,149,4454,0,149,149,2,3,False,0,56.0,12397.0,180.0,5740.0,410.0,62.0,368.0,825.0,0,18180.0,True,5687.0,1.323,Kevin C. Riley,1,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13662.0,13662.0,75.381,75.381,1
NewYorkCity_20250624_DEMCityCouncilD13,0.6517769002961501,30827,301,,,,,,,,,,1316,7739,6942,14830,886,3037,2568,2192,3220,6,5,False,0,38.0,4956.0,4989.0,6461.0,192.0,139.0,204.0,506.0,0,11440.0,True,3337.0,2.636,Shirley Aldebol,6,38.0,3037.0,19.0,0.0,2941.0,77.0,0.0,0.0,0.0,3411.0,4687.0,29.916,56.031,1
NewYorkCity_20250624_DEMCityCouncilD14,0,18156,3316,,,,,,,,,,168,5727,1177,11084,84,3423,731,625,809,3,4,False,0,86.0,5871.0,3012.0,4267.0,214.0,122.0,407.0,715.0,0,10216.0,True,2966.0,1.715,Pierina A. Sanchez,1,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6723.0,6723.0,66.367,66.367,1
NewYorkCity_20250624_DEMCityCouncilD16,0,14128,4271,,,,,,,,,,135,2654,0,11339,88,2483,0,88,88,2,3,False,0,25.0,6814.0,146.0,3409.0,185.0,32.0,338.0,543.0,0,10240.0,True,3385.0,1.346,Althea V. Stevens,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7243.0,7243.0,70.906,70.906,1
NewYorkCity_20250624_DEMCityCouncilD17,0.45454545454545453,20440,127,,,,,,,,,,420,5587,3620,10813,261,2456,1502,1394,1716,4,5,False,0,48.0,5103.0,3347.0,4190.0,218.0,87.0,401.0,667.0,0,9328.0,True,2758.0,2.121,Justin E. Sanchez,4,48.0,1982.0,7.0,0.0,1913.0,62.0,0.0,0.0,0.0,3714.0,4532.0,40.022,62.099,1
NewYorkCity_20250624_DEMCityCouncilD19,0,16684,3887,,,,,,,,,,144,3471,0,13069,94,3282,0,94,94,2,3,False,0,15.0,6944.0,153.0,4635.0,177.0,17.0,92.0,278.0,0,11590.0,True,4600.0,1.412,Benjamin Chou,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7731.0,7731.0,66.79,66.79,1
NewYorkCity_20250624_DEMCityCouncilD2,0.5111144042679312,80731,495,,,,,,,,,,1410,21893,18565,38863,1184,9619,8680,5828,9496,5,5,False,0,112.0,9537.0,15429.0,20783.0,230.0,227.0,245.0,667.0,0,30369.0,True,4956.0,2.632,Harvey D. Epstein,5,112.0,4381.0,28.0,0.0,4297.0,56.0,0.0,0.0,0.0,12014.0,14696.0,39.707,56.794,1
NewYorkCity_20250624_DEMCityCouncilD21,0.6886291179596175,18153,236,,,,,,,,,,402,4348,3900,9503,237,1962,1820,1454,2009,4,5,False,0,42.0,3734.0,2998.0,4108.0,213.0,73.0,329.0,589.0,0,7875.0,True,2322.0,2.219,Shanel Thomas-Henry,4,42.0,1969.0,8.0,0.0,1898.0,63.0,0.0,0.0,0.0,2404.0,3114.0,30.691,53.104,1
NewYorkCity_20250624_DEMCityCouncilD25,0,20169,5099,,,,,,,,,,3,3289,1980,14897,2,3071,1780,1775,1782,2,3,False,0,24.0,10141.0,261.0,4697.0,194.0,29.0,304.0,519.0,0,14855.0,True,4594.0,1.333,Shekar Krishnan,1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965.0,9965.0,67.19,67.19,1
NewYorkCity_20250624_DEMCityCouncilD28,0.5100182149362478,36041,391,,,,,,,,,,1228,10296,7070,17447,736,4161,2606,2501,3246,5,5,False,0,69.0,6496.0,5462.0,7672.0,476.0,152.0,372.0,921.0,0,14201.0,True,3164.0,2.428,Ty Hankerson,5,69.0,3037.0,31.0,0.0,2838.0,168.0,0.0,0.0,0.0,4957.0,6519.0,35.076,58.756,1
NewYorkCity_20250624_DEMCityCouncilD3,0,39635,14191,,,,,,,,,,4,6186,3788,29657,2,5987,3680,3670,3682,2,3,False,0,36.0,20019.0,173.0,9546.0,185.0,45.0,133.0,350.0,0,29587.0,True,9433.0,1.328,Erik D. Bottcher,1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21871.0,21871.0,74.011,74.011,1
NewYorkCity_20250624_DEMCityCouncilD30,0.8528082633957392,24083,130,,,,,,,,,,153,4848,4135,14947,81,2939,2658,2120,2735,3,4,False,0,23.0,6501.0,4262.0,6314.0,199.0,48.0,156.0,391.0,0,12827.0,True,4177.0,1.837,Phil Wong,3,23.0,2031.0,3.0,0.0,1985.0,43.0,0.0,0.0,0.0,4639.0,5542.0,36.231,51.443,1
